1, 1, 高尾 美奈, たかお みな, 高尾 美奈, N, 依存, 癒やし, 自, 防UP, 小, 肉便器予備軍穴ホール, 探索, 4, 最初から, 2014-11-05, 20-1
759, 2652, 【ホッパ】多根灯 円, ほっぱ たねあかり まどか, 多根灯 円, HR, 束縛, ツンデレ, 敵, 防DOWN, 大, 寸止め快楽地獄イリュージョン, イベント報酬, 4, 救世主とはエロいことをしても許される存在である～エムズ＆ホッパコラボ～, 2017-11-20, 20-767
760, 2656, 【制服】みくらちゃん, せいふく みくらちゃん, みくらちゃん, HR, 狂気, 変態, 全, 狂乱, 中, ただ一つのバナナを求めて, 特別報酬, 4, 特典コードを入力, 2017-11-11, 20-768
761, 2660, チャン・ナーガ, ちゃん なーが, チャン・ナーガ, R, 狂気, 変態, 自, 狂乱, 中, ナーガちゃんはプロ幼女, イベント, 4, ロリビッチー王国, 2017-11-23, 20-769
762, 2664, ポニテ・ナノーニ, ぽにて なのーに, ポニテ・ナノーニ, R, 束縛, 淫乱, 自, 防UP, 中, 王国騎士はチンポなどに屈しない！, イベント, 4, ロリビッチー王国, 2017-11-23, 20-770
763, 2668, キングとキング, きんぐときんぐ, N/A, R, 狂気, 乱暴, 全, 狂乱, 小, わがまま幼女王たちの戦い, イベント報酬, 1, ロリビッチー王国, 2017-12-04, 20-771
764, 2669, マタヒラ・ケイト, またひら けいと, マタヒラ・ケイト, HR, 依存, 淫乱, 自, 防UP, 大, 股間の恋人・ケイトちゃん, イベント, 4, ロリビッチー王国, 2017-11-23, 20-772
765, 2673, ミテハ・オビエル, みては おびえる, ミテハ・オビエル, HR, 執着, 淫乱, 敵全, 防DOWN, 大, あなたに寄り添うビッチ姫, イベント, 4, ロリビッチー王国, 2017-11-23, 20-773
766, 2677, キング・ミクダス, きんぐ みくだす, キング・ミクダス, HR, 束縛, 淫乱, 全, 攻UP, 大, 王様マンコは筋マンコ！, ガチャ限定, 4, ロリビッチー王国, 2017-11-23, 20-774
767, 2681, チンツーキ・ショタエル, ちんつーき しょたえる, チンツーキ・ショタエル, HR, 執着, 変態, 敵全, 攻DOWN, 大, 性魔法で僕だけの君, イベント報酬, 4, ロリビッチー王国, 2017-12-04, 20-775
768, 2685, 【欲情】華野 朱香里, よくじょう はなの あかり, 華野 朱香里, HR, 依存, 狡猾, 自, 防UP, 中, 決壊した校長の秘部, バトル報酬, 4, 2017年12月バトル報酬, 2017-12-04, 20-776
769, 2689, 宇津家 ねね子, うつけ ねねこ, 宇津家 ねね子, R, 執着, バカ, 自, 狂乱, 中, スーパーチョロイン発覚, イベント, 4, BAKA～桐皇学園裏クイズ大会～, 2017-12-07, 20-778
770, 2693, 堂成 こなた, どうなり こなた, 堂成 こなた, R, 執着, バカ, 敵, 攻DOWN, 中, センス壊滅的女子の本気, イベント, 4, BAKA～桐皇学園裏クイズ大会～, 2017-12-07, 20-779
771, 2697, バカ大発生, ばかだいはっせい, 能天気 空, R, 狂気, バカ, 全, 狂乱, 小, そらたちのだいしゅうごう, イベント報酬, 1, BAKA～桐皇学園裏クイズ大会～, 2017-12-18, 20-780
772, 2698, 能天気 海, のうてんき うみ, 能天気 海, HR, 執着, 抑圧ちゃん, 敵, 防DOWN, 大, 先輩の優しさに触れたから, イベント, 4, BAKA～桐皇学園裏クイズ大会～, 2017-12-07, 20-781
773, 2702, 【マルチ】天野 りる, まるち あまの りる, 天野 りる, HR, 依存, 腹黒, 全, 狡猾, 中, 君とりるの幸せ億万長者計画, イベント, 4, BAKA～桐皇学園裏クイズ大会～, 2017-12-07, 20-782
774, 2706, 【王者】能天気 空, おうじゃ のうてんき そら, 能天気 空, HR, 依存, バカ, 敵全, 攻DOWN, 大, おバカの頂点、おバカの王者, ガチャ限定, 4, BAKA～桐皇学園裏クイズ大会～, 2017-12-07, 20-783
775, 2710, 【クイズ】坂上 不可子, くいず さかあがり ふかこ, 坂上 不可子, HR, 執着, ツンデレ, 自, 攻UP, 大, これがホントのバカップル, イベント報酬, 4, BAKA～桐皇学園裏クイズ大会～, 2017-12-18, 20-784
776, 2714, 【自己愛】南雲 のどか, じこあい なぐも のどか, 南雲 のどか, R, 狂気, 乱暴, 敵, 防DOWN, 中, 水面に映る狂気の裏層, イベント, 4, 精神病質～route:Reverse～, 2017-12-21, 20-785
777, 2718, 【自己愛】主羽 依夜, じこあい ぬしはね いよ, 主羽 依夜, R, 執着, 狡猾, 自, 攻UP, 中, 己が欲望、嫌悪の相反, イベント, 4, 精神病質～route:Reverse～, 2017-12-21, 20-786
778, 2722, 姉妹喧嘩, しまいげんか, N/A, R, 狂気, 癒やし, 敵全, 防DOWN, 小, お姉ちゃん優先主義に抗う妹, イベント報酬, 1, 精神病質～route:Reverse～, 2018-01-03, 20-787
779, 2723, 【執行者】廻渡 かげり, しっこうしゃ みわたり かげり, 廻渡 かげり, HR, 執着, 活発, 敵, 防DOWN, 大, 穢れなき無垢の従者, イベント, 4, 精神病質～route:Reverse～, 2017-12-21, 20-788
780, 2727, 【執行者】斑目 葵, しっこうしゃ まだらめ あおい, 斑目 葵, HR, 狂気, 清楚, 自, 攻UP, 大, 穢れなき鉄鋏の従者, イベント, 4, 精神病質～route:Reverse～, 2017-12-21, 20-789
781, 2731, 【憎悪】忌家 鈴音, ぞうお いけ すずね, 忌家 鈴音, HR, 依存, 逆襲, 全, 狂乱, 大, 空虚なる憎悪の果てに, ガチャ限定, 4, 精神病質～route:Reverse～, 2017-12-21, 20-790
782, 2735, 【しぱこ】鈴音ちゃん, しぱこ すずね ちゃん, 忌家 鈴音, HR, 執着, 甘えん坊, 敵全, 攻DOWN, 中, 隠れたる不安の発現, イベント報酬, 4, 精神病質～route:Reverse～, 2018-01-03, 20-791
783, 2739, 【サンタ】独転 しぱこ, さんた どってん しぱこ, 独転 しぱこ, HR, 執着, 抑圧ちゃん, 自, 攻UP, 大, 聖夜に渦巻く危険な陰謀, ガチャ限定, 4, 病んでミックリスマス2017限定ガチャ, 2017-12-23, 20-792
784, 2743, 【サンタ】張憑 厄, さんた はりつき やく, 張憑 厄, HR, 狂気, 狡猾, 自, 狂乱, 大, あなたへ災高クリスマス, ガチャ限定, 4, 病んでミックリスマス2017限定ガチャ, 2017-12-23, 20-793
785, 2747, 【サンタ】出水 凛, さんた いずみ りん, 出水 凛, HR, 依存, 献身, 自, 防UP, 大, 清く誠実な性夜の執事様, ガチャ限定, 4, 病んでミックリスマス2017限定ガチャ, 2017-12-24, 20-794
786, 2751, 【サンタ】緋色 果音, さんた ひいろ かのん, 緋色 果音, HR, 束縛, 清楚, 敵, 攻DOWN, 大, 貴方に捧げる聖夜の贈物, ガチャ限定, 4, 病んでミックリスマス2017限定ガチャ, 2017-12-25, 20-795
787, 2755, 【着物】根腐 栞, きもの ねぐされ しおり, 根腐 栞, HR, 狂気, 抑圧ちゃん, 自, 狂乱, 大, 新年孕ませておめでとう[魔神編], ガチャ限定, 4, ハッピーニューイヤー2018限定ガチャ, 2018-01-01, 20-796
788, 2759, 【着物】黒井 久留美, きもの くろい くるみ, 黒井 久留美, HR, 束縛, 陰湿, 自, 狡猾, 大, 一年の計は元旦ストーキングにあり！, ガチャ限定, 4, ハッピーニューイヤー2018限定ガチャ, 2018-01-02, 20-797
789, 2763, 【チビ】かげりちゃん, ちび かげりちゃん, 廻渡 かげり, HR, 執着, 甘えん坊, 敵, 防DOWN, 中, [チビ]無垢なる悪魔, 特別報酬, 2, 2017年冬コミケ購入特典, 2017-12-29, 20-798
790, 2765, 【チビ】葵ちゃん, ちび あおいちゃん, 斑目 葵, HR, 狂気, 清楚, 自, 狡猾, 中, [チビ]血に飢えた蛭, 特別報酬, 2, 2017年冬コミケ購入特典, 2017-12-29, 20-799
791, 2767, 【チビ】鈴音ちゃん, ちび すずねちゃん, 忌家 鈴音, HR, 依存, 怪奇, 全, 攻UP, 中, [チビ]冒涜のレゾンデートル, 特別報酬, 2, 2017年冬コミケ購入特典, 2017-12-29, 20-800
792, 2769, 【大学】仁科 香澄, だいがく にしな かすみ, 仁科 香澄, R, 執着, 凶暴, 自, 狂乱, 中, [大学]病的なほどの愛情, ガチャ限定, 4, バトルトーナメントガチャ, 2017-12-20, 20-801
792, 2769, 【大学】仁科 香澄, だいがく にしな かすみ, 仁科 香澄, R, 狂気, 凶暴, 自, 狂乱, 中, [大学]病的なほどの愛情, ガチャ限定, 4, バトルトーナメントガチャ, 2017-12-20, 20-801
793, 2773, 奈藤, なつ, 奈藤, R, 束縛, 淫乱, 敵全, 攻DOWN, 小, あなたがくれたホントの変態(わたし), イベント, 4, 黄昏ノ岸辺デ待チ焦ガレ, 2018-01-04, 20-802
794, 2777, 巴, ともえ, 巴, R, 束縛, 凶暴, 自, 狂乱, 中, 愛飢え渇く望まぬ狂霊, イベント, 4, 黄昏ノ岸辺デ待チ焦ガレ, 2018-01-04, 20-804
795, 2781, 旧知の仲？, きゅうちのなか, N/A, R, 束縛, ぷんぷん, 敵全, 攻DOWN, 小, 独占欲と直向きさ, イベント報酬, 1, 黄昏ノ岸辺デ待チ焦ガレ, 2018-01-15, 20-805
796, 2782, 【霊界】絵路 睡, れいかい かいろ ねむり, 絵路 睡(秋月 睡), HR, 束縛, 清楚, 敵全, 攻DOWN, 大, エンドレス婚姻関係, イベント, 4, 黄昏ノ岸辺デ待チ焦ガレ, 2018-01-04, 20-806
797, 2786, ぼたん, ぼたん, ぼたん, HR, 束縛, 献身, 自, 防UP, 大, 死して遂げる乙女の本懐, イベント, 4, 黄昏ノ岸辺デ待チ焦ガレ, 2018-01-04, 20-807
798, 2790, 【水着】楓 穂香, みずぎ かえで ほのか, 楓 穂香, HR, 無属, 怪奇, 自, 狂乱, 大, もう離さない、恋獄アバンチュール, ガチャ限定, 4, 黄昏ノ岸辺デ待チ焦ガレ, 2018-01-04, 20-808
798, 2790, 【水着】楓 穂香, みずぎ かえで ほのか, 楓 穂香, HR, 無属, 抑圧ちゃん, 自, 狂乱, 大, もう離さない、恋獄アバンチュール, ガチャ限定, 4, 黄昏ノ岸辺デ待チ焦ガレ, 2018-01-04, 20-808
799, 2794, 【水着】楓 飛鳥, みずぎ かえで あすか, 楓 飛鳥, HR, 束縛, 怪奇, 敵全, 攻DOWN, 中, はじめてのサマーメモリー, イベント報酬, 4, 黄昏ノ岸辺デ待チ焦ガレ, 2018-01-15, 20-809
799, 2794, 【水着】楓 飛鳥, みずぎ かえで あすか, 楓 飛鳥, HR, 束縛, 甘えん坊, 敵全, 攻DOWN, 中, はじめてのサマーメモリー, イベント報酬, 4, 黄昏ノ岸辺デ待チ焦ガレ, 2018-01-15, 20-809
800, 2798, 羽合 安奈, はわい やすな, 羽合 安奈, HR, 狂気, 元気, 自, 攻UP, 中, 旅先女は掃き捨て, バトル報酬, 4, 2018年01月バトル報酬, 2018-01-03, 20-810
801, 2802, 仮面の襲撃者, かめんのしゅうげきしゃ, 仮面の襲撃者, R, 狂気, 凶暴, 自, 狂乱, 中, 成れの果てでも, イベント, 4, 精神病質～raison d’être～, 2018-03-15, 20-811
802, 2806, 仮面の従僕, かめんのじゅうぼく, 仮面の従僕, R, 狂気, 狡猾, 自, 防UP, 中, その魂に救済を, イベント, 4, 精神病質～raison d’être～, 2018-03-15, 20-812
803, 2810, 大量生産・燐, たいりょうせいさん りん, 狂衣 燐, R, 狂気, 凶暴, 敵, 防DOWN, 中, 燐ちゃん大量発生, イベント報酬, 1, 精神病質～raison d’être～, 2018-03-26, 20-813
804, 2811, 【異執】仁科 香澄, いしつ にしな かすみ, 仁科 香澄, HR, 狂気, 陰湿, 自, 狂乱, 大, 愛と狂気のオントロジー, イベント, 4, 精神病質～raison d’être～, 2018-03-15, 20-814
805, 2815, 【愛執】仁科 愛泉, あいしゅう にしな あいみ, 仁科 愛泉, HR, 狂気, 腹黒, 敵, 監禁, , 刷り込む愛のモノメイニア, イベント, 4, 精神病質～raison d’être～, 2018-03-15, 20-815
806, 2819, 【義人】狂衣 誉, ぎじん くるい ほまれ, 狂衣 誉, HR, 執着, 凶暴, 全, 献身, 大, 守り抜く為の誓い, ガチャ限定, 4, 精神病質～raison d’être～, 2018-03-15, 20-816
806, 2819, 【義人】狂衣 誉, ぎじん くるい ほまれ, 狂衣 誉, HR, 狂気, 凶暴, 全, 献身, 大, 守り抜く為の誓い, ガチャ限定, 4, 精神病質～raison d’être～, 2018-03-15, 20-816
807, 2823, シスター, しすたー, シスター, HR, 狂気, 狡猾, 全, 狡猾, 中, 救済の祈り, イベント報酬, 4, 精神病質～raison d’être～, 2018-03-26, 20-817
808, 2827, 四方 ニトロ, よつがた にとろ, 四方 ニトロ, R, 依存, 元気, 自, 防UP, 中, 輝かしい爆破までの道程, イベント, 4, 桐皇学園２番手女子, 2018-01-18, 20-818
809, 2831, 縮宮 美余, ちぢみや みよ, 縮宮 美余, R, 執着, 活発, 自, 狂乱, 中, 絆を感じるあなたとゴム, イベント, 4, 桐皇学園２番手女子, 2018-01-18, 20-819
810, 2835, 『副』な人達, ふく なひとたち, N/A, R, 依存, 腹黒, 全, 狡猾, 小, 実働部隊の皆様, イベント報酬, 1, 桐皇学園２番手女子, 2018-01-29, 20-820
811, 2836, 割樫 たくみ, わりがし たくみ, 割樫 たくみ, HR, 執着, 狡猾, 全, 狂乱, 中, 愛されキャラの裏の顔, イベント, 4, 桐皇学園２番手女子, 2018-01-18, 20-821
812, 2840, 毎武 えのき, まいたけ えのき, 毎武 えのき, HR, 束縛, 陰湿, 自, 防UP, 大, 安全キノコをあなたにも, イベント, 4, 桐皇学園２番手女子, 2018-01-18, 20-822
813, 2844, 裁縫 結, さいほう むすび, 裁縫 結, HR, 執着, 狡猾, 全, 攻UP, 大, 秘密主義は乙女の嗜み, ガチャ限定, 4, 桐皇学園２番手女子, 2018-01-18, 20-823
814, 2848, 味元 旨美, あじのもと うまみ, 味元 旨美, HR, 狂気, 清楚, 自, 防UP, 大, 私由来のうま味たっぷり, イベント報酬, 4, 桐皇学園２番手女子, 2018-01-29, 20-824
815, 2852, 社交界にて, しゃこうかいにて, N/A, R, 束縛, 抑圧ちゃん, 敵全, 攻DOWN, 小, ようこそ不動院家へ, イベント報酬, 1, ご令嬢after, 2018-02-14, 20-825
816, 2853, 【私服】不動院 雫加, しふく ふどういん しずか, 不動院 雫加, HR, 依存, バカ, 自, 狡猾, 大, 世間の厳しさ、あなたの優しさ, ガチャ限定, 4, ご令嬢after, 2018-02-01, 20-826
817, 2857, 【再会】鳴神 真理, さいかい なるかみ まり, 鳴神 真理, HR, 執着, 抑圧ちゃん, 敵全, 防DOWN, 大, 疼き続ける心の空白, ガチャ限定, 4, ご令嬢after, 2018-02-01, 20-827
818, 2861, 【バレンタイン】代名 真糸, ばれんたいん しろな まいと, 代名 真糸, R, 束縛, 活発, 自, 狂乱, 中, 爆破成分含有チョコ99％, バトル報酬, 4, 2018年02月バトル報酬, 2018-02-01, 20-828
818, 2861, 【バレンタイン】代名 真糸, ばれんたいん しろな まいと, 代名 真糸, R, 狂気, 活発, 自, 狂乱, 中, 爆破成分含有チョコ99％, バトル報酬, 4, 2018年02月バトル報酬, 2018-02-01, 20-828
819, 2865, 【バレンタイン】鳴神 真理, ばれんたいん なるかみ まり, 鳴神 真理, HR, 執着, 抑圧ちゃん, 敵, 防DOWN, 大, 想いを込めた恋の味, ガチャ限定, 4, 味と愛情は比例しないバレンタインガチャ, 2018-02-14, 20-829
819, 2865, 【バレンタイン】鳴神 真理, ばれんたいん なるかみ まり, 鳴神 真理, HR, 執着, 清楚, 敵, 防DOWN, 大, 想いを込めた恋の味, ガチャ限定, 4, 味と愛情は比例しないバレンタインガチャ, 2018-02-14, 20-829
820, 2869, 【バレンタイン】絵路 創, ばれんたいん かいろ はじめ, 絵路 創, HR, 無属, ツンデレ, 全, 攻UP, 中, 共犯者への贈り物, ログイン報酬, 4, バレンタイン限定ログインボーナス, 2018-02-14, 20-830
821, 2873, 【名探偵】メルマリータ・夕菜, めいたんてい めるまりーた ゆうな, メルマリータ・夕菜, R, 依存, 甘えん坊, 自, 防UP, 中, 探偵ステッキで推理(物理), イベント, 4, 絶海の自慰崩壊, 2018-02-15, 20-831
822, 2877, 【黒幕】九十九 瞳, くろまく つくも ひとみ, 九十九 瞳, R, 狂気, 狡猾, 敵全, 防DOWN, 中, 『真実』を作るのは私とあなた, イベント, 4, 絶海の自慰崩壊, 2018-02-15, 20-832
823, 2881, しぱこは見た！！, しぱこ は みた, N/A, R, 執着, 怪奇, 全, 狂乱, 小, 見たくなかった怪しい現場！, イベント報酬, 1, 絶海の自慰崩壊, 2018-02-26, 20-833
824, 2882, 明担 帝, あかつぎ みかど, 明担 帝, HR, 狂気, 活発, 自, 攻UP, 大, 直感閃き迷推理！, イベント, 4, 絶海の自慰崩壊, 2018-02-15, 20-834
825, 2886, 所手 津毬, ところで つまり, 所手 津毬, HR, 束縛, 献身, 敵全, 攻DOWN, 中, 日陰の名探偵, イベント, 4, 絶海の自慰崩壊, 2018-02-15, 20-835
826, 2890, 【名探偵】宇津家 ねね子, めいたんてい うつけ ねねこ, 宇津家 ねね子, HR, 執着, バカ, 自, 狂乱, 大, 謎解きはセックスのあとで, ガチャ限定, 4, 絶海の自慰崩壊, 2018-02-15, 20-836
827, 2894, 【名探偵】弟切 品子, めいたんてい おとぎり しなこ, 弟切 品子, HR, 執着, 元気, 敵, 防DOWN, 大, あの師匠にして、この弟子あり, イベント報酬, 4, 絶海の自慰崩壊, 2018-02-26, 20-837
828, 2898, 怒涛のメイド講師、紬さん, どとうのめいどこうし、つむぎさん, N/A, R, 狂気, ぷんぷん, 全, 狂乱, 小, 暴走するメイド魂, イベント報酬, 1, メイド科生徒は恋を知る, 2018-03-12, 20-838
829, 2899, 萩野 繭, はぎの まゆ, 萩野 繭, HR, 執着, 抑圧ちゃん, 自, 狂乱, 大, いつか、あの方のように, ガチャ限定, 4, メイド科生徒は恋を知る, 2018-03-01, 20-839
